SystemId,threshold,maxTPR
stangnes-gw,312611.666666,0.9315068493150684
rodbergvn-gw2,69276.222222,0.9315068493150684
narvik-gw4,130557.555555,0.9315068493150684
tromso-fh-gw,24825.888888,0.9315068493150684
tromso-gw5,129077.444444,0.9315068493150684
teknobyen-gw1,6453.666666,0.9315068493150684
narvik-gw3,484155.222222,0.9315068493150684
hovedbygget-gw,972221.333333,0.9315068493150684
hoytek-gw2,69319.111111,0.9315068493150684
teknobyen-gw2,445226.444444,0.9315068493150684
ma2-gw,235810.333333,0.9246575342465754
bergen-gw3,137878.333333,0.9315068493150684
narvik-kv-gw,155190.222222,0.9315068493150684
trd-gw,1128946.555555,0.9315068493150684
ifi2-gw5,254657.333333,0.9315068493150684
oslo-gw1,2874593.555555,0.9315068493150684
