SystemId,threshold,maxTPR
stangnes-gw,17587503.555557,0.9527027027027029
rodbergvn-gw2,14363668.111114,0.9527027027027029
narvik-gw4,170005619.777771,0.945945945945946
tromso-fh-gw,127899992.222229,0.945945945945946
tromso-gw5,68275940.333335,0.9527027027027029
teknobyen-gw1,895447.333333,0.9527027027027029
narvik-gw3,86893137.444442,0.9527027027027029
hovedbygget-gw,34115210.444458,0.9527027027027029
hoytek-gw2,174892641.444458,0.9527027027027029
teknobyen-gw2,91446378.333328,0.9527027027027029
ma2-gw,498943487.333313,0.945945945945946
bergen-gw3,229443611.555557,0.9527027027027029
narvik-kv-gw,27324438.77777,0.9527027027027029
trd-gw,400528504.555664,0.9527027027027029
ifi2-gw5,53650794.666664,0.9527027027027029
oslo-gw1,140339174.777832,0.9527027027027029
